"wingId","batch","week","is_missing"
4,"1",34,FALSE
4,"1",35,FALSE
4,"1",36,TRUE
4,"1",37,TRUE
4,"1",38,FALSE
4,"1",39,TRUE
4,"1",40,FALSE
4,"1",41,TRUE
4,"1",42,FALSE
4,"1",43,FALSE
5,"1",20,FALSE
5,"1",21,FALSE
5,"1",22,TRUE
5,"1",23,FALSE
5,"1",24,FALSE
5,"1",25,FALSE
5,"1",26,FALSE
5,"1",27,FALSE
5,"1",28,FALSE
5,"1",29,FALSE
5,"1",30,FALSE
5,"1",31,FALSE
5,"1",32,TRUE
5,"1",33,FALSE
5,"1",34,FALSE
5,"1",35,FALSE
5,"1",36,FALSE
5,"1",37,TRUE
5,"1",38,TRUE
5,"1",39,TRUE
5,"1",40,FALSE
5,"1",41,FALSE
5,"1",42,TRUE
5,"1",43,FALSE
6,"1",20,FALSE
6,"1",21,FALSE
6,"1",22,FALSE
6,"1",23,FALSE
6,"1",24,FALSE
6,"1",25,TRUE
6,"1",26,FALSE
6,"1",27,FALSE
6,"1",28,FALSE
6,"1",29,TRUE
6,"1",30,FALSE
6,"1",31,FALSE
6,"1",32,FALSE
6,"1",33,FALSE
6,"1",34,FALSE
6,"1",35,FALSE
6,"1",36,TRUE
6,"1",37,FALSE
6,"1",38,FALSE
6,"1",39,FALSE
6,"1",40,TRUE
6,"1",41,FALSE
6,"1",42,FALSE
6,"1",43,TRUE
7,"1",20,TRUE
7,"1",21,FALSE
7,"1",22,TRUE
7,"1",23,TRUE
7,"1",24,FALSE
7,"1",25,TRUE
7,"1",26,FALSE
7,"1",27,FALSE
7,"1",28,FALSE
7,"1",29,TRUE
7,"1",30,FALSE
7,"1",31,TRUE
7,"1",32,FALSE
7,"1",33,TRUE
7,"1",34,TRUE
7,"1",35,FALSE
7,"1",36,TRUE
7,"1",37,FALSE
7,"1",38,FALSE
7,"1",39,FALSE
7,"1",40,FALSE
7,"1",41,FALSE
7,"1",42,FALSE
7,"1",43,FALSE
8,"1",20,TRUE
8,"1",21,FALSE
8,"1",22,FALSE
8,"1",23,FALSE
8,"1",24,FALSE
8,"1",25,TRUE
8,"1",26,FALSE
8,"1",27,FALSE
8,"1",28,FALSE
8,"1",29,FALSE
8,"1",30,FALSE
8,"1",31,FALSE
8,"1",32,FALSE
8,"1",33,FALSE
8,"1",34,FALSE
8,"1",35,FALSE
8,"1",36,FALSE
8,"1",37,FALSE
8,"1",38,FALSE
8,"1",39,FALSE
8,"1",40,FALSE
8,"1",41,TRUE
8,"1",42,TRUE
8,"1",43,FALSE
9,"1",20,FALSE
9,"1",21,FALSE
9,"1",22,FALSE
9,"1",23,TRUE
9,"1",24,FALSE
9,"1",25,FALSE
9,"1",26,FALSE
9,"1",27,FALSE
9,"1",28,FALSE
9,"1",29,FALSE
9,"1",30,FALSE
9,"1",31,FALSE
9,"1",32,FALSE
9,"1",33,FALSE
9,"1",34,FALSE
9,"1",35,FALSE
9,"1",36,FALSE
9,"1",37,FALSE
9,"1",38,FALSE
9,"1",39,FALSE
9,"1",40,FALSE
9,"1",41,TRUE
9,"1",42,FALSE
9,"1",43,FALSE
10,"1",20,FALSE
10,"1",21,FALSE
10,"1",22,TRUE
10,"1",23,FALSE
10,"1",24,FALSE
10,"1",25,FALSE
10,"1",26,TRUE
10,"1",27,FALSE
10,"1",28,FALSE
10,"1",29,TRUE
10,"1",30,FALSE
10,"1",31,FALSE
10,"1",32,FALSE
10,"1",33,TRUE
10,"1",34,FALSE
10,"1",35,FALSE
10,"1",36,FALSE
10,"1",37,TRUE
10,"1",38,TRUE
10,"1",39,FALSE
10,"1",40,FALSE
10,"1",41,FALSE
10,"1",42,FALSE
10,"1",43,FALSE
11,"1",20,FALSE
11,"1",21,TRUE
11,"1",22,FALSE
11,"1",23,FALSE
11,"1",24,FALSE
11,"1",25,FALSE
11,"1",26,FALSE
11,"1",27,TRUE
11,"1",28,FALSE
11,"1",29,FALSE
11,"1",30,FALSE
11,"1",31,FALSE
11,"1",32,FALSE
11,"1",33,FALSE
11,"1",34,TRUE
11,"1",35,FALSE
11,"1",36,FALSE
11,"1",37,FALSE
11,"1",38,FALSE
11,"1",39,FALSE
11,"1",40,FALSE
11,"1",41,FALSE
11,"1",42,FALSE
11,"1",43,FALSE
12,"1",20,FALSE
12,"1",21,FALSE
12,"1",22,FALSE
12,"1",23,FALSE
12,"1",24,TRUE
12,"1",25,FALSE
12,"1",26,FALSE
12,"1",27,FALSE
12,"1",28,FALSE
12,"1",29,FALSE
12,"1",30,FALSE
12,"1",31,FALSE
12,"1",32,FALSE
12,"1",33,FALSE
12,"1",34,TRUE
12,"1",35,FALSE
12,"1",36,FALSE
12,"1",37,FALSE
12,"1",38,FALSE
12,"1",39,FALSE
12,"1",40,TRUE
12,"1",41,FALSE
12,"1",42,FALSE
12,"1",43,TRUE
13,"2",20,FALSE
13,"2",21,FALSE
13,"2",22,FALSE
13,"2",23,FALSE
13,"2",24,FALSE
13,"2",25,FALSE
13,"2",26,FALSE
13,"2",27,FALSE
13,"2",28,FALSE
13,"2",29,FALSE
13,"2",30,FALSE
13,"2",31,FALSE
13,"2",32,FALSE
13,"2",33,FALSE
13,"2",34,FALSE
13,"2",35,TRUE
13,"2",36,FALSE
13,"2",37,FALSE
13,"2",38,FALSE
13,"2",39,TRUE
13,"2",40,FALSE
13,"2",41,TRUE
13,"2",42,FALSE
13,"2",43,FALSE
14,"2",20,FALSE
14,"2",21,FALSE
14,"2",22,FALSE
14,"2",23,TRUE
14,"2",24,FALSE
14,"2",25,FALSE
14,"2",26,FALSE
14,"2",27,FALSE
14,"2",28,FALSE
14,"2",29,FALSE
14,"2",30,FALSE
14,"2",31,TRUE
14,"2",32,FALSE
14,"2",33,FALSE
14,"2",34,FALSE
14,"2",35,TRUE
14,"2",36,FALSE
14,"2",37,FALSE
14,"2",38,FALSE
14,"2",39,FALSE
14,"2",40,FALSE
14,"2",41,FALSE
14,"2",42,FALSE
14,"2",43,FALSE
15,"2",20,FALSE
15,"2",21,FALSE
15,"2",22,FALSE
15,"2",23,FALSE
15,"2",24,FALSE
15,"2",25,TRUE
15,"2",26,FALSE
15,"2",27,FALSE
15,"2",28,FALSE
15,"2",29,FALSE
15,"2",30,FALSE
15,"2",31,FALSE
15,"2",32,FALSE
15,"2",33,FALSE
15,"2",34,FALSE
15,"2",35,FALSE
15,"2",36,FALSE
15,"2",37,FALSE
15,"2",38,FALSE
15,"2",39,FALSE
15,"2",40,TRUE
15,"2",41,FALSE
15,"2",42,TRUE
15,"2",43,FALSE
16,"2",20,TRUE
16,"2",21,FALSE
16,"2",22,TRUE
16,"2",23,FALSE
16,"2",24,FALSE
16,"2",25,TRUE
16,"2",26,TRUE
16,"2",27,FALSE
16,"2",28,TRUE
16,"2",29,FALSE
16,"2",30,FALSE
16,"2",31,TRUE
16,"2",32,FALSE
16,"2",33,TRUE
16,"2",34,TRUE
16,"2",35,FALSE
16,"2",36,TRUE
16,"2",37,FALSE
16,"2",38,FALSE
16,"2",39,FALSE
16,"2",40,FALSE
16,"2",41,FALSE
16,"2",42,FALSE
16,"2",43,FALSE
17,"2",20,TRUE
17,"2",21,FALSE
17,"2",22,TRUE
17,"2",23,FALSE
17,"2",24,TRUE
17,"2",25,FALSE
17,"2",26,TRUE
17,"2",27,TRUE
17,"2",28,TRUE
17,"2",29,TRUE
17,"2",30,FALSE
17,"2",31,FALSE
17,"2",32,FALSE
17,"2",33,FALSE
17,"2",34,FALSE
17,"2",35,FALSE
17,"2",36,FALSE
17,"2",37,FALSE
17,"2",38,FALSE
17,"2",39,FALSE
17,"2",40,TRUE
17,"2",41,FALSE
17,"2",42,FALSE
17,"2",43,FALSE
18,"2",20,TRUE
18,"2",21,FALSE
18,"2",22,TRUE
18,"2",23,FALSE
18,"2",24,FALSE
18,"2",25,FALSE
18,"2",26,TRUE
18,"2",27,FALSE
18,"2",28,FALSE
18,"2",29,FALSE
18,"2",30,TRUE
18,"2",31,FALSE
18,"2",32,TRUE
18,"2",33,FALSE
18,"2",34,FALSE
18,"2",35,TRUE
18,"2",36,TRUE
18,"2",37,FALSE
18,"2",38,FALSE
18,"2",39,TRUE
18,"2",40,TRUE
18,"2",41,FALSE
18,"2",42,FALSE
18,"2",43,FALSE
19,"2",20,FALSE
19,"2",21,FALSE
19,"2",22,FALSE
19,"2",23,FALSE
19,"2",24,TRUE
19,"2",25,FALSE
19,"2",26,TRUE
19,"2",27,FALSE
19,"2",28,FALSE
19,"2",29,FALSE
19,"2",30,TRUE
19,"2",31,FALSE
19,"2",32,FALSE
19,"2",33,FALSE
19,"2",34,FALSE
19,"2",35,FALSE
19,"2",36,FALSE
19,"2",37,FALSE
19,"2",38,TRUE
19,"2",39,FALSE
19,"2",40,TRUE
19,"2",41,FALSE
19,"2",42,FALSE
19,"2",43,TRUE
20,"2",20,FALSE
20,"2",21,FALSE
20,"2",22,TRUE
20,"2",23,FALSE
20,"2",24,FALSE
20,"2",25,FALSE
20,"2",26,TRUE
20,"2",27,TRUE
20,"2",28,FALSE
20,"2",29,TRUE
20,"2",30,FALSE
20,"2",31,FALSE
20,"2",32,FALSE
20,"2",33,FALSE
20,"2",34,TRUE
20,"2",35,FALSE
20,"2",36,FALSE
20,"2",37,FALSE
20,"2",38,FALSE
20,"2",39,FALSE
20,"2",40,TRUE
20,"2",41,FALSE
20,"2",42,FALSE
20,"2",43,FALSE
21,"2",20,FALSE
21,"2",21,FALSE
21,"2",22,TRUE
21,"2",23,TRUE
21,"2",24,FALSE
21,"2",25,FALSE
21,"2",26,TRUE
21,"2",27,FALSE
21,"2",28,FALSE
21,"2",29,TRUE
21,"2",30,TRUE
21,"2",31,TRUE
21,"2",32,TRUE
21,"2",33,FALSE
21,"2",34,TRUE
21,"2",35,FALSE
21,"2",36,FALSE
21,"2",37,FALSE
21,"2",38,FALSE
21,"2",39,TRUE
21,"2",40,FALSE
21,"2",41,FALSE
21,"2",42,FALSE
21,"2",43,FALSE
22,"2",20,FALSE
22,"2",21,FALSE
22,"2",22,FALSE
22,"2",23,FALSE
22,"2",24,FALSE
22,"2",25,FALSE
22,"2",26,FALSE
22,"2",27,TRUE
22,"2",28,FALSE
22,"2",29,FALSE
22,"2",30,FALSE
22,"2",31,FALSE
22,"2",32,FALSE
22,"2",33,FALSE
22,"2",34,FALSE
22,"2",35,FALSE
22,"2",36,FALSE
22,"2",37,TRUE
22,"2",38,FALSE
22,"2",39,FALSE
22,"2",40,FALSE
22,"2",41,FALSE
22,"2",42,FALSE
22,"2",43,FALSE
23,"2",20,FALSE
23,"2",21,FALSE
23,"2",22,FALSE
23,"2",23,FALSE
23,"2",24,TRUE
23,"2",25,FALSE
23,"2",26,FALSE
23,"2",27,FALSE
23,"2",28,FALSE
23,"2",29,TRUE
23,"2",30,FALSE
23,"2",31,TRUE
23,"2",32,FALSE
23,"2",33,FALSE
23,"2",34,FALSE
23,"2",35,TRUE
23,"2",36,FALSE
23,"2",37,FALSE
23,"2",38,FALSE
23,"2",39,FALSE
23,"2",40,FALSE
23,"2",41,TRUE
23,"2",42,FALSE
23,"2",43,FALSE
24,"2",20,FALSE
24,"2",21,TRUE
24,"2",22,FALSE
24,"2",23,TRUE
24,"2",24,TRUE
24,"2",25,FALSE
24,"2",26,FALSE
24,"2",27,FALSE
24,"2",28,FALSE
24,"2",29,TRUE
24,"2",30,FALSE
24,"2",31,FALSE
24,"2",32,FALSE
24,"2",33,FALSE
24,"2",34,TRUE
24,"2",35,FALSE
24,"2",36,FALSE
24,"2",37,FALSE
24,"2",38,FALSE
24,"2",39,FALSE
24,"2",40,FALSE
24,"2",41,TRUE
24,"2",42,TRUE
24,"2",43,TRUE
25,"2",20,FALSE
25,"2",21,FALSE
25,"2",22,FALSE
25,"2",23,FALSE
25,"2",24,FALSE
25,"2",25,FALSE
25,"2",26,FALSE
25,"2",27,TRUE
25,"2",28,FALSE
25,"2",29,FALSE
25,"2",30,FALSE
25,"2",31,FALSE
25,"2",32,FALSE
25,"2",33,TRUE
25,"2",34,TRUE
25,"2",35,TRUE
25,"2",36,FALSE
25,"2",37,FALSE
25,"2",38,TRUE
25,"2",39,FALSE
25,"2",40,FALSE
25,"2",41,FALSE
25,"2",42,FALSE
25,"2",43,FALSE
26,"3",20,TRUE
26,"3",21,TRUE
26,"3",22,TRUE
26,"3",23,FALSE
26,"3",24,FALSE
26,"3",25,FALSE
26,"3",26,FALSE
26,"3",27,TRUE
26,"3",28,FALSE
26,"3",29,FALSE
26,"3",30,TRUE
26,"3",31,FALSE
26,"3",32,FALSE
26,"3",33,FALSE
26,"3",34,FALSE
26,"3",35,TRUE
26,"3",36,FALSE
26,"3",37,FALSE
26,"3",38,FALSE
26,"3",39,TRUE
26,"3",40,FALSE
26,"3",41,FALSE
26,"3",42,FALSE
26,"3",43,FALSE
27,"3",20,FALSE
27,"3",21,FALSE
27,"3",22,FALSE
27,"3",23,FALSE
27,"3",24,FALSE
27,"3",25,FALSE
27,"3",26,FALSE
27,"3",27,FALSE
27,"3",28,FALSE
27,"3",29,FALSE
27,"3",30,FALSE
27,"3",31,TRUE
27,"3",32,FALSE
27,"3",33,FALSE
27,"3",34,FALSE
27,"3",35,FALSE
27,"3",36,FALSE
27,"3",37,TRUE
27,"3",38,FALSE
27,"3",39,TRUE
27,"3",40,FALSE
27,"3",41,FALSE
27,"3",42,TRUE
27,"3",43,FALSE
28,"3",20,FALSE
28,"3",21,FALSE
28,"3",22,FALSE
28,"3",23,FALSE
28,"3",24,FALSE
28,"3",25,FALSE
28,"3",26,FALSE
28,"3",27,TRUE
28,"3",28,TRUE
28,"3",29,TRUE
28,"3",30,FALSE
28,"3",31,FALSE
28,"3",32,FALSE
28,"3",33,FALSE
28,"3",34,FALSE
28,"3",35,FALSE
28,"3",36,FALSE
28,"3",37,FALSE
28,"3",38,FALSE
28,"3",39,TRUE
28,"3",40,TRUE
28,"3",41,FALSE
28,"3",42,TRUE
28,"3",43,FALSE
29,"3",20,FALSE
29,"3",21,FALSE
29,"3",22,TRUE
29,"3",23,FALSE
29,"3",24,TRUE
29,"3",25,FALSE
29,"3",26,FALSE
29,"3",27,FALSE
29,"3",28,FALSE
29,"3",29,FALSE
29,"3",30,FALSE
29,"3",31,FALSE
29,"3",32,FALSE
29,"3",33,FALSE
29,"3",34,FALSE
29,"3",35,FALSE
29,"3",36,TRUE
29,"3",37,FALSE
29,"3",38,TRUE
29,"3",39,TRUE
29,"3",40,FALSE
29,"3",41,FALSE
29,"3",42,FALSE
29,"3",43,TRUE
30,"3",20,FALSE
30,"3",21,FALSE
30,"3",22,TRUE
30,"3",23,FALSE
30,"3",24,FALSE
30,"3",25,TRUE
30,"3",26,FALSE
30,"3",27,TRUE
30,"3",28,TRUE
30,"3",29,FALSE
30,"3",30,FALSE
30,"3",31,FALSE
30,"3",32,FALSE
30,"3",33,FALSE
30,"3",34,FALSE
30,"3",35,TRUE
30,"3",36,TRUE
30,"3",37,TRUE
30,"3",38,TRUE
30,"3",39,FALSE
30,"3",40,FALSE
30,"3",41,FALSE
30,"3",42,FALSE
30,"3",43,FALSE
31,"3",20,FALSE
31,"3",21,FALSE
31,"3",22,FALSE
31,"3",23,FALSE
31,"3",24,TRUE
31,"3",25,FALSE
31,"3",26,FALSE
31,"3",27,FALSE
31,"3",28,TRUE
31,"3",29,FALSE
31,"3",30,FALSE
31,"3",31,FALSE
31,"3",32,FALSE
31,"3",33,FALSE
31,"3",34,FALSE
31,"3",35,TRUE
31,"3",36,FALSE
31,"3",37,FALSE
31,"3",38,FALSE
31,"3",39,FALSE
31,"3",40,FALSE
31,"3",41,FALSE
31,"3",42,FALSE
31,"3",43,TRUE
32,"3",20,TRUE
32,"3",21,FALSE
32,"3",22,TRUE
32,"3",23,TRUE
32,"3",24,FALSE
32,"3",25,FALSE
32,"3",26,FALSE
32,"3",27,FALSE
32,"3",28,FALSE
32,"3",29,FALSE
32,"3",30,FALSE
32,"3",31,FALSE
32,"3",32,FALSE
32,"3",33,FALSE
32,"3",34,FALSE
32,"3",35,FALSE
32,"3",36,FALSE
32,"3",37,FALSE
32,"3",38,FALSE
32,"3",39,FALSE
32,"3",40,FALSE
32,"3",41,FALSE
32,"3",42,FALSE
32,"3",43,FALSE
33,"3",20,FALSE
33,"3",21,FALSE
33,"3",22,FALSE
33,"3",23,FALSE
33,"3",24,FALSE
33,"3",25,FALSE
33,"3",26,FALSE
33,"3",27,TRUE
33,"3",28,FALSE
33,"3",29,FALSE
33,"3",30,FALSE
33,"3",31,TRUE
33,"3",32,FALSE
33,"3",33,FALSE
33,"3",34,FALSE
33,"3",35,FALSE
33,"3",36,FALSE
33,"3",37,FALSE
33,"3",38,FALSE
33,"3",39,FALSE
33,"3",40,FALSE
33,"3",41,FALSE
33,"3",42,FALSE
33,"3",43,FALSE
34,"3",20,FALSE
34,"3",21,FALSE
34,"3",22,FALSE
34,"3",23,FALSE
34,"3",24,FALSE
34,"3",25,FALSE
34,"3",26,FALSE
34,"3",27,FALSE
34,"3",28,FALSE
34,"3",29,FALSE
34,"3",30,FALSE
34,"3",31,FALSE
34,"3",32,FALSE
34,"3",33,TRUE
34,"3",34,FALSE
34,"3",35,FALSE
34,"3",36,TRUE
34,"3",37,FALSE
34,"3",38,FALSE
34,"3",39,FALSE
34,"3",40,TRUE
34,"3",41,TRUE
34,"3",42,FALSE
34,"3",43,FALSE
35,"3",20,FALSE
35,"3",21,FALSE
35,"3",22,FALSE
35,"3",23,FALSE
35,"3",24,FALSE
35,"3",25,FALSE
35,"3",26,FALSE
35,"3",27,FALSE
35,"3",28,TRUE
35,"3",29,TRUE
35,"3",30,FALSE
35,"3",31,FALSE
35,"3",32,TRUE
35,"3",33,FALSE
35,"3",34,TRUE
35,"3",35,FALSE
35,"3",36,FALSE
35,"3",37,FALSE
35,"3",38,FALSE
35,"3",39,FALSE
35,"3",40,FALSE
35,"3",41,FALSE
35,"3",42,TRUE
35,"3",43,FALSE
36,"3",20,TRUE
36,"3",21,FALSE
36,"3",22,FALSE
36,"3",23,TRUE
36,"3",24,FALSE
36,"3",25,FALSE
36,"3",26,FALSE
36,"3",27,FALSE
36,"3",28,TRUE
36,"3",29,TRUE
36,"3",30,FALSE
36,"3",31,FALSE
36,"3",32,FALSE
36,"3",33,FALSE
36,"3",34,FALSE
36,"3",35,FALSE
36,"3",36,FALSE
36,"3",37,FALSE
36,"3",38,FALSE
36,"3",39,FALSE
36,"3",40,FALSE
36,"3",41,FALSE
36,"3",42,FALSE
36,"3",43,FALSE
37,"4",20,FALSE
37,"4",21,FALSE
37,"4",22,FALSE
37,"4",23,FALSE
37,"4",24,FALSE
37,"4",25,FALSE
37,"4",26,FALSE
37,"4",27,FALSE
37,"4",28,FALSE
37,"4",29,FALSE
37,"4",30,FALSE
37,"4",31,FALSE
37,"4",32,TRUE
37,"4",33,FALSE
37,"4",34,FALSE
37,"4",35,FALSE
37,"4",36,FALSE
37,"4",37,FALSE
37,"4",38,FALSE
37,"4",39,FALSE
37,"4",40,FALSE
37,"4",41,FALSE
37,"4",42,TRUE
37,"4",43,FALSE
38,"4",20,FALSE
38,"4",21,FALSE
38,"4",22,FALSE
38,"4",23,TRUE
38,"4",24,FALSE
38,"4",25,FALSE
38,"4",26,TRUE
38,"4",27,FALSE
38,"4",28,FALSE
38,"4",29,TRUE
38,"4",30,FALSE
38,"4",31,FALSE
38,"4",32,FALSE
38,"4",33,FALSE
38,"4",34,FALSE
38,"4",35,FALSE
38,"4",36,FALSE
38,"4",37,FALSE
38,"4",38,FALSE
38,"4",39,TRUE
38,"4",40,FALSE
38,"4",41,FALSE
38,"4",42,FALSE
38,"4",43,FALSE
39,"4",20,FALSE
39,"4",21,FALSE
39,"4",22,TRUE
39,"4",23,FALSE
39,"4",24,FALSE
39,"4",25,FALSE
39,"4",26,FALSE
39,"4",27,FALSE
39,"4",28,FALSE
39,"4",29,FALSE
39,"4",30,TRUE
39,"4",31,FALSE
39,"4",32,FALSE
39,"4",33,FALSE
39,"4",34,FALSE
39,"4",35,FALSE
39,"4",36,FALSE
39,"4",37,FALSE
39,"4",38,FALSE
39,"4",39,FALSE
39,"4",40,TRUE
39,"4",41,FALSE
39,"4",42,FALSE
39,"4",43,FALSE
40,"4",20,FALSE
40,"4",21,TRUE
40,"4",22,FALSE
40,"4",23,FALSE
40,"4",24,TRUE
40,"4",25,FALSE
40,"4",26,FALSE
40,"4",27,FALSE
40,"4",28,TRUE
40,"4",29,TRUE
40,"4",30,FALSE
40,"4",31,FALSE
40,"4",32,FALSE
40,"4",33,TRUE
40,"4",34,FALSE
40,"4",35,FALSE
40,"4",36,FALSE
40,"4",37,FALSE
40,"4",38,FALSE
40,"4",39,FALSE
40,"4",40,FALSE
40,"4",41,FALSE
40,"4",42,FALSE
40,"4",43,FALSE
41,"4",20,FALSE
41,"4",21,TRUE
41,"4",22,FALSE
41,"4",23,FALSE
41,"4",24,FALSE
41,"4",25,TRUE
41,"4",26,TRUE
41,"4",27,FALSE
41,"4",28,FALSE
41,"4",29,FALSE
41,"4",30,FALSE
41,"4",31,FALSE
41,"4",32,FALSE
41,"4",33,FALSE
41,"4",34,FALSE
41,"4",35,FALSE
41,"4",36,FALSE
41,"4",37,TRUE
41,"4",38,FALSE
41,"4",39,FALSE
41,"4",40,FALSE
41,"4",41,FALSE
41,"4",42,FALSE
41,"4",43,FALSE
42,"4",20,FALSE
42,"4",21,FALSE
42,"4",22,FALSE
42,"4",23,FALSE
42,"4",24,FALSE
42,"4",25,FALSE
42,"4",26,FALSE
42,"4",27,FALSE
42,"4",28,TRUE
42,"4",29,TRUE
42,"4",30,FALSE
42,"4",31,FALSE
42,"4",32,FALSE
42,"4",33,FALSE
42,"4",34,FALSE
42,"4",35,FALSE
42,"4",36,FALSE
42,"4",37,FALSE
42,"4",38,FALSE
42,"4",39,TRUE
42,"4",40,FALSE
42,"4",41,FALSE
42,"4",42,FALSE
42,"4",43,TRUE
43,"4",20,TRUE
43,"4",21,FALSE
43,"4",22,FALSE
43,"4",23,TRUE
43,"4",24,FALSE
43,"4",25,TRUE
43,"4",26,FALSE
43,"4",27,FALSE
43,"4",28,FALSE
43,"4",29,TRUE
43,"4",30,TRUE
43,"4",31,FALSE
43,"4",32,FALSE
43,"4",33,FALSE
43,"4",34,FALSE
43,"4",35,FALSE
43,"4",36,FALSE
43,"4",37,FALSE
43,"4",38,FALSE
43,"4",39,FALSE
43,"4",40,TRUE
43,"4",41,FALSE
43,"4",42,FALSE
43,"4",43,FALSE
44,"4",20,FALSE
44,"4",21,FALSE
44,"4",22,TRUE
44,"4",23,FALSE
44,"4",24,FALSE
44,"4",25,FALSE
44,"4",26,FALSE
44,"4",27,FALSE
44,"4",28,FALSE
44,"4",29,FALSE
44,"4",30,TRUE
44,"4",31,FALSE
44,"4",32,FALSE
44,"4",33,FALSE
44,"4",34,FALSE
44,"4",35,FALSE
44,"4",36,FALSE
44,"4",37,FALSE
44,"4",38,TRUE
44,"4",39,FALSE
44,"4",40,FALSE
44,"4",41,FALSE
44,"4",42,FALSE
44,"4",43,TRUE
45,"4",20,FALSE
45,"4",21,TRUE
45,"4",22,FALSE
45,"4",23,FALSE
45,"4",24,TRUE
45,"4",25,FALSE
45,"4",26,FALSE
45,"4",27,FALSE
45,"4",28,FALSE
45,"4",29,FALSE
45,"4",30,FALSE
45,"4",31,FALSE
45,"4",32,FALSE
45,"4",33,TRUE
45,"4",34,FALSE
45,"4",35,TRUE
45,"4",36,FALSE
45,"4",37,FALSE
45,"4",38,FALSE
45,"4",39,FALSE
45,"4",40,FALSE
45,"4",41,TRUE
45,"4",42,FALSE
45,"4",43,FALSE
46,"4",20,TRUE
46,"4",21,FALSE
46,"4",22,FALSE
46,"4",23,FALSE
46,"4",24,FALSE
46,"4",25,FALSE
46,"4",26,FALSE
46,"4",27,FALSE
46,"4",28,FALSE
46,"4",29,TRUE
46,"4",30,FALSE
46,"4",31,FALSE
46,"4",32,FALSE
46,"4",33,FALSE
46,"4",34,TRUE
46,"4",35,FALSE
46,"4",36,FALSE
46,"4",37,TRUE
46,"4",38,FALSE
46,"4",39,TRUE
46,"4",40,TRUE
46,"4",41,FALSE
46,"4",42,FALSE
46,"4",43,FALSE
47,"4",20,TRUE
47,"4",21,FALSE
47,"4",22,FALSE
47,"4",23,FALSE
47,"4",24,FALSE
47,"4",25,FALSE
47,"4",26,FALSE
47,"4",27,FALSE
47,"4",28,FALSE
47,"4",29,FALSE
47,"4",30,FALSE
47,"4",31,FALSE
47,"4",32,TRUE
47,"4",33,TRUE
47,"4",34,FALSE
47,"4",35,FALSE
47,"4",36,FALSE
47,"4",37,FALSE
47,"4",38,FALSE
47,"4",39,FALSE
47,"4",40,FALSE
47,"4",41,FALSE
47,"4",42,FALSE
47,"4",43,FALSE
48,"4",20,FALSE
48,"4",21,FALSE
48,"4",22,TRUE
48,"4",23,FALSE
48,"4",24,FALSE
48,"4",25,TRUE
48,"4",26,FALSE
48,"4",27,FALSE
48,"4",28,FALSE
48,"4",29,TRUE
48,"4",30,FALSE
48,"4",31,FALSE
48,"4",32,FALSE
48,"4",33,FALSE
48,"4",34,TRUE
48,"4",35,TRUE
48,"4",36,FALSE
48,"4",37,FALSE
48,"4",38,TRUE
48,"4",39,FALSE
48,"4",40,FALSE
48,"4",41,FALSE
48,"4",42,FALSE
48,"4",43,FALSE
49,"4",20,TRUE
49,"4",21,FALSE
49,"4",22,TRUE
49,"4",23,FALSE
49,"4",24,FALSE
49,"4",25,FALSE
49,"4",26,FALSE
49,"4",27,FALSE
49,"4",28,TRUE
49,"4",29,FALSE
49,"4",30,FALSE
49,"4",31,FALSE
